ProductId,ProductCategory,ChannelId,Amount,Value,TransactionStartTime,PricingStrategy,FraudResult
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-16T12:50:07Z,4,0
ProductId_6,financial_services,ChannelId_2,-200.0,200,2018-11-16T12:50:40Z,2,0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16T12:50:44Z,2,0
ProductId_6,financial_services,ChannelId_2,-105.0,105,2018-11-16T12:51:39Z,2,0
ProductId_6,financial_services,ChannelId_2,-500.0,500,2018-11-16T12:51:54Z,2,0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16T12:51:57Z,2,0
ProductId_3,airtime,ChannelId_3,10700.0,10700,2018-11-16T12:52:49Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-16T12:54:54Z,4,0
ProductId_21,utility_bill,ChannelId_3,11500.0,13045,2018-11-16T12:55:07Z,2,0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-16T12:55:28Z,2,0
ProductId_3,airtime,ChannelId_2,-30000.0,30000,2018-11-16T12:55:29Z,4,0
ProductId_3,airtime,ChannelId_2,-30000.0,30000,2018-11-16T12:55:33Z,4,0
ProductId_3,airtime,ChannelId_2,-50000.0,50000,2018-11-16T12:55:37Z,4,0
ProductId_3,airtime,ChannelId_2,-50000.0,50000,2018-11-16T12:55:41Z,4,0
ProductId_3,airtime,ChannelId_2,-60000.0,60000,2018-11-16T12:55:45Z,4,0
ProductId_10,airtime,ChannelId_2,-25000.0,25000,2018-11-16T12:55:49Z,4,0
ProductId_3,airtime,ChannelId_2,-30000.0,30000,2018-11-16T12:55:52Z,4,0
ProductId_3,airtime,ChannelId_2,-25000.0,25000,2018-11-16T12:55:56Z,4,0
ProductId_10,airtime,ChannelId_2,-30000.0,30000,2018-11-16T12:56:00Z,4,0
ProductId_10,airtime,ChannelId_2,-50000.0,50000,2018-11-16T12:56:04Z,4,0
ProductId_10,airtime,ChannelId_2,-30000.0,30000,2018-11-16T12:56:08Z,4,0
ProductId_10,airtime,ChannelId_2,-40000.0,40000,2018-11-16T12:56:11Z,4,0
ProductId_6,financial_services,ChannelId_2,-644.0,644,2018-11-16T12:57:14Z,2,0
ProductId_10,airtime,ChannelId_3,10000.0,10000,2018-11-16T12:58:22Z,4,0
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-16T12:59:16Z,4,0
ProductId_6,financial_services,ChannelId_2,-200.0,200,2018-11-16T12:59:25Z,2,0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16T12:59:29Z,2,0
ProductId_15,financial_services,ChannelId_3,30000.0,30000,2018-11-16T13:00:44Z,2,0
ProductId_6,financial_services,ChannelId_2,-500.0,500,2018-11-16T13:00:48Z,2,0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16T13:00:51Z,2,0
ProductId_3,airtime,ChannelId_3,10700.0,10700,2018-11-16T13:02:10Z,4,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-16T13:03:49Z,2,0
ProductId_6,financial_services,ChannelId_2,-535.0,535,2018-11-16T13:03:57Z,2,0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-16T13:04:18Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-16T13:04:21Z,2,0
ProductId_3,airtime,ChannelId_3,5000.0,5000,2018-11-16T13:04:31Z,1,0
ProductId_3,airtime,ChannelId_3,11000.0,11000,2018-11-16T13:04:59Z,2,0
ProductId_6,financial_services,ChannelId_2,-250.0,250,2018-11-16T13:05:44Z,2,0
ProductId_21,utility_bill,ChannelId_3,10000.0,11200,2018-11-16T13:08:27Z,2,0
ProductId_10,airtime,ChannelId_3,10000.0,10000,2018-11-16T13:09:12Z,4,0
ProductId_6,financial_services,ChannelId_2,-622.0,622,2018-11-16T13:09:40Z,2,0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16T13:09:44Z,2,0
ProductId_15,financial_services,ChannelId_3,30000.0,30000,2018-11-16T13:09:48Z,2,0
ProductId_6,financial_services,ChannelId_2,-200.0,200,2018-11-16T13:11:14Z,2,0
ProductId_3,airtime,ChannelId_3,500.0,500,2018-11-16T13:12:53Z,2,0
ProductId_6,financial_services,ChannelId_2,-25.0,25,2018-11-16T13:13:25Z,2,0
ProductId_10,airtime,ChannelId_3,10000.0,10000,2018-11-16T13:14:15Z,4,0
ProductId_1,airtime,ChannelId_3,300000.0,300000,2018-11-16T13:15:11Z,0,0
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-16T13:15:20Z,4,0
ProductId_6,financial_services,ChannelId_2,-200.0,200,2018-11-16T13:15:28Z,2,0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16T13:15:30Z,2,0
ProductId_6,financial_services,ChannelId_2,-500.0,500,2018-11-16T13:16:38Z,2,0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16T13:16:41Z,2,0
ProductId_11,data_bundles,ChannelId_3,1000.0,1000,2018-11-16T13:18:22Z,2,0
ProductId_3,airtime,ChannelId_3,10700.0,10700,2018-11-16T13:18:23Z,2,0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-16T13:18:42Z,2,0
ProductId_15,financial_services,ChannelId_3,300000.0,300000,2018-11-16T13:19:08Z,0,0
ProductId_15,financial_services,ChannelId_3,5000.0,5000,2018-11-16T13:22:10Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-16T13:22:21Z,2,0
ProductId_10,airtime,ChannelId_3,5200.0,5200,2018-11-16T13:22:36Z,2,0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-16T13:22:49Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-16T13:23:17Z,2,0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-16T13:23:45Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-16T13:25:14Z,2,0
ProductId_10,airtime,ChannelId_3,5000.0,5000,2018-11-16T13:25:25Z,2,0
ProductId_10,airtime,ChannelId_3,10000.0,10000,2018-11-16T13:25:37Z,2,0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-16T13:25:45Z,2,0
ProductId_6,financial_services,ChannelId_2,-200.0,200,2018-11-16T13:25:50Z,2,0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16T13:25:53Z,2,0
ProductId_19,tv,ChannelId_3,3500.0,3500,2018-11-16T13:25:56Z,2,0
ProductId_1,airtime,ChannelId_3,300000.0,300000,2018-11-16T13:26:00Z,0,0
ProductId_6,financial_services,ChannelId_2,-70.0,70,2018-11-16T13:26:10Z,2,0
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2018-11-16T13:27:31Z,2,0
ProductId_1,airtime,ChannelId_3,300000.0,300000,2018-11-16T13:27:56Z,0,0
ProductId_10,airtime,ChannelId_3,10000.0,10000,2018-11-16T13:29:48Z,2,0
ProductId_15,financial_services,ChannelId_3,2000.0,2000,2018-11-16T13:29:59Z,2,0
ProductId_6,financial_services,ChannelId_2,-200.0,200,2018-11-16T13:30:00Z,2,0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16T13:30:03Z,2,0
ProductId_3,airtime,ChannelId_3,2000.0,2000,2018-11-16T13:30:59Z,2,0
ProductId_10,airtime,ChannelId_3,5200.0,5200,2018-11-16T13:31:18Z,2,0
ProductId_6,financial_services,ChannelId_2,-100.0,100,2018-11-16T13:31:28Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-16T13:32:49Z,2,0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-16T13:33:16Z,2,0
ProductId_3,airtime,ChannelId_3,1100.0,1100,2018-11-16T13:33:30Z,2,0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-16T13:33:56Z,2,0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-16T13:34:05Z,2,0
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2018-11-16T13:35:00Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-16T13:36:25Z,2,0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-16T13:36:54Z,2,0
ProductId_10,airtime,ChannelId_3,10000.0,10000,2018-11-16T13:37:24Z,2,0
ProductId_6,financial_services,ChannelId_2,-200.0,200,2018-11-16T13:37:32Z,2,0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16T13:37:35Z,2,0
ProductId_10,airtime,ChannelId_3,5200.0,5200,2018-11-16T13:38:40Z,2,0
ProductId_1,airtime,ChannelId_3,300000.0,300000,2018-11-16T13:38:52Z,0,0
ProductId_21,utility_bill,ChannelId_3,13000.0,14590,2018-11-16T13:40:38Z,2,0
ProductId_15,financial_services,ChannelId_3,300000.0,300000,2018-11-16T13:41:31Z,0,0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-16T13:42:42Z,2,0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-16T13:42:55Z,2,0
ProductId_3,airtime,ChannelId_3,1300.0,1300,2018-11-16T13:43:43Z,2,0
ProductId_6,financial_services,ChannelId_2,-65.0,65,2018-11-16T13:44:12Z,2,0
ProductId_19,tv,ChannelId_3,11000.0,11000,2018-11-17T10:04:49Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T10:05:18Z,4,0
ProductId_3,airtime,ChannelId_3,5000.0,5000,2018-11-17T10:07:19Z,4,0
ProductId_3,airtime,ChannelId_3,1500.0,1500,2018-11-17T10:09:54Z,4,0
ProductId_10,airtime,ChannelId_3,1087.0,1087,2018-11-17T10:09:54Z,2,0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-17T10:12:20Z,4,0
ProductId_3,airtime,ChannelId_3,2000.0,2000,2018-11-17T10:14:53Z,2,0
ProductId_10,airtime,ChannelId_3,500.0,500,2018-11-17T10:15:51Z,4,0
ProductId_3,airtime,ChannelId_3,2100.0,2100,2018-11-17T10:24:58Z,4,0
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2018-11-17T10:25:10Z,2,0
ProductId_1,airtime,ChannelId_3,1000.0,1000,2018-11-17T10:30:44Z,2,0
ProductId_10,airtime,ChannelId_3,2500.0,2500,2018-11-17T10:30:45Z,2,0
ProductId_20,ticket,ChannelId_3,50000.0,50000,2018-11-17T10:31:21Z,2,0
ProductId_10,airtime,ChannelId_3,2000.0,2000,2018-11-17T10:32:40Z,2,0
ProductId_11,data_bundles,ChannelId_3,500.0,500,2018-11-17T10:34:28Z,2,0
ProductId_15,financial_services,ChannelId_3,2000.0,2000,2018-11-17T10:38:35Z,2,0
ProductId_15,financial_services,ChannelId_3,2500.0,2500,2018-11-17T10:39:48Z,2,0
ProductId_3,airtime,ChannelId_3,2500.0,2500,2018-11-17T10:39:58Z,4,0
ProductId_13,utility_bill,ChannelId_3,18000.0,19740,2018-11-17T10:45:26Z,2,0
ProductId_3,airtime,ChannelId_2,-20000.0,20000,2018-11-17T10:45:58Z,4,0
ProductId_2,data_bundles,ChannelId_3,500.0,500,2018-11-17T10:47:40Z,2,0
ProductId_3,airtime,ChannelId_3,1500.0,1500,2018-11-17T10:48:39Z,2,0
ProductId_11,data_bundles,ChannelId_3,1000.0,1000,2018-11-17T10:49:42Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T10:50:26Z,2,0
ProductId_19,tv,ChannelId_3,3500.0,3500,2018-11-17T10:51:43Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T10:53:58Z,2,0
ProductId_3,airtime,ChannelId_3,2000.0,2000,2018-11-17T10:59:28Z,2,0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-17T11:05:54Z,2,0
ProductId_13,utility_bill,ChannelId_5,-18000.0,19740,2018-11-17T11:09:07Z,2,0
ProductId_3,airtime,ChannelId_3,2000.0,2000,2018-11-17T11:09:17Z,4,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T11:13:17Z,4,0
ProductId_15,financial_services,ChannelId_3,3000.0,3000,2018-11-17T11:15:32Z,2,0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-17T11:16:56Z,4,0
ProductId_15,financial_services,ChannelId_3,3000.0,3000,2018-11-17T11:17:36Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T11:18:40Z,2,0
ProductId_3,airtime,ChannelId_3,2000.0,2000,2018-11-17T11:19:26Z,2,0
ProductId_15,financial_services,ChannelId_3,4000.0,4000,2018-11-17T11:19:31Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T11:19:39Z,2,0
ProductId_10,airtime,ChannelId_3,2000.0,2000,2018-11-17T11:20:26Z,2,0
ProductId_19,tv,ChannelId_3,900.0,900,2018-11-17T11:24:06Z,2,0
ProductId_11,data_bundles,ChannelId_3,1000.0,1000,2018-11-17T11:28:07Z,4,0
ProductId_10,airtime,ChannelId_3,500.0,500,2018-11-17T11:28:10Z,4,0
ProductId_4,airtime,ChannelId_3,5000.0,5000,2018-11-17T11:30:40Z,4,0
ProductId_15,financial_services,ChannelId_3,9000.0,9000,2018-11-17T11:34:58Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T11:35:17Z,2,0
ProductId_15,financial_services,ChannelId_3,30000.0,30000,2018-11-17T11:35:36Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T11:36:04Z,2,0
ProductId_19,tv,ChannelId_3,11000.0,11000,2018-11-17T11:37:53Z,2,0
ProductId_1,airtime,ChannelId_3,1000.0,1000,2018-11-17T11:39:01Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T11:40:15Z,2,0
ProductId_1,airtime,ChannelId_3,1000.0,1000,2018-11-17T11:43:35Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T11:49:20Z,2,0
ProductId_15,financial_services,ChannelId_3,700000.0,700000,2018-11-17T11:49:46Z,0,1
ProductId_3,airtime,ChannelId_3,1200.0,1200,2018-11-17T11:54:56Z,2,0
ProductId_14,financial_services,ChannelId_3,2080.0,2080,2018-11-17T11:55:44Z,2,0
ProductId_4,airtime,ChannelId_3,2000.0,2000,2018-11-17T11:56:55Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T11:58:11Z,2,0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-17T12:01:37Z,1,0
ProductId_3,airtime,ChannelId_2,-500.0,500,2018-11-17T12:02:44Z,4,0
ProductId_15,financial_services,ChannelId_3,4000.0,4000,2018-11-17T12:02:57Z,2,0
ProductId_10,airtime,ChannelId_3,2000.0,2000,2018-11-17T12:04:04Z,2,0
ProductId_24,movies,ChannelId_3,5000.0,7000,2018-11-17T12:04:16Z,2,0
ProductId_11,data_bundles,ChannelId_3,2000.0,2000,2018-11-17T12:09:23Z,2,0
ProductId_10,airtime,ChannelId_3,500.0,500,2018-11-17T12:14:44Z,2,0
ProductId_11,data_bundles,ChannelId_3,1000.0,1000,2018-11-17T12:16:05Z,2,0
ProductId_14,financial_services,ChannelId_3,11440.0,11440,2018-11-17T12:16:21Z,2,0
ProductId_2,data_bundles,ChannelId_3,500.0,500,2018-11-17T12:17:50Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T12:25:09Z,2,0
ProductId_15,financial_services,ChannelId_3,5000.0,5000,2018-11-17T12:26:02Z,2,0
ProductId_3,airtime,ChannelId_3,1500.0,1500,2018-11-17T12:27:11Z,2,0
ProductId_21,utility_bill,ChannelId_3,20000.0,21800,2018-11-17T12:36:40Z,2,0
ProductId_11,data_bundles,ChannelId_3,1000.0,1000,2018-11-17T12:43:17Z,2,0
ProductId_8,tv,ChannelId_3,28000.0,28840,2018-11-17T12:47:05Z,2,0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-17T12:48:56Z,2,0
ProductId_15,financial_services,ChannelId_3,50000.0,50000,2018-11-17T12:50:28Z,2,0
ProductId_19,tv,ChannelId_3,900.0,900,2018-11-17T12:56:29Z,2,0
ProductId_3,airtime,ChannelId_3,1500.0,1500,2018-11-17T12:57:39Z,2,0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-17T12:59:00Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T12:59:10Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T12:59:22Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T13:01:56Z,2,0
ProductId_3,airtime,ChannelId_3,1200.0,1200,2018-11-17T13:01:59Z,2,0
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2018-11-17T13:02:52Z,2,0
ProductId_3,airtime,ChannelId_3,25000.0,25000,2018-11-17T13:02:53Z,2,0
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2018-11-17T13:04:20Z,2,0
ProductId_3,airtime,ChannelId_3,2000.0,2000,2018-11-17T13:04:49Z,4,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T13:05:37Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T13:13:49Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T13:18:09Z,2,0
ProductId_3,airtime,ChannelId_3,500.0,500,2018-11-17T13:19:36Z,2,0
ProductId_19,tv,ChannelId_3,3500.0,3500,2018-11-17T13:20:53Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T13:30:19Z,2,0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-17T13:31:16Z,1,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T13:31:42Z,2,0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-17T13:31:54Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T13:34:18Z,2,0
ProductId_15,financial_services,ChannelId_3,11000.0,11000,2018-11-17T13:41:26Z,2,0
ProductId_3,airtime,ChannelId_3,1500.0,1500,2018-11-17T13:41:28Z,2,0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-17T13:43:24Z,2,0
ProductId_1,airtime,ChannelId_3,500.0,500,2018-11-17T13:44:47Z,2,0
ProductId_2,data_bundles,ChannelId_3,500.0,500,2018-11-17T13:44:56Z,2,0
ProductId_13,utility_bill,ChannelId_3,180000.0,189200,2018-11-17T13:48:54Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T13:51:02Z,2,0
ProductId_15,financial_services,ChannelId_3,3000.0,3000,2018-11-17T14:04:56Z,2,0
ProductId_15,financial_services,ChannelId_3,3400.0,3400,2018-11-17T14:05:58Z,2,0
ProductId_10,airtime,ChannelId_3,500.0,500,2018-11-17T14:10:04Z,2,0
ProductId_10,airtime,ChannelId_3,1300.0,1300,2018-11-17T14:10:11Z,2,0
ProductId_21,utility_bill,ChannelId_3,46000.0,49380,2018-11-17T14:16:09Z,2,0
ProductId_15,financial_services,ChannelId_3,49000.0,49000,2018-11-17T14:20:10Z,2,0
ProductId_21,utility_bill,ChannelId_3,46000.0,49380,2018-11-17T14:21:57Z,2,0
ProductId_21,utility_bill,ChannelId_3,45500.0,48865,2018-11-17T14:23:12Z,2,0
ProductId_3,airtime,ChannelId_3,4000.0,4000,2018-11-17T14:25:15Z,2,0
ProductId_15,financial_services,ChannelId_3,7000.0,7000,2018-11-17T14:26:52Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T14:28:39Z,4,0
ProductId_3,airtime,ChannelId_3,500.0,500,2018-11-17T14:29:52Z,2,0
ProductId_21,utility_bill,ChannelId_3,10000.0,11200,2018-11-17T14:30:02Z,2,0
ProductId_10,airtime,ChannelId_3,500.0,500,2018-11-17T14:31:51Z,2,0
ProductId_1,airtime,ChannelId_3,500.0,500,2018-11-17T14:32:29Z,2,0
ProductId_13,utility_bill,ChannelId_3,5000.0,5750,2018-11-17T14:34:38Z,2,0
ProductId_3,airtime,ChannelId_3,2000.0,2000,2018-11-17T14:35:06Z,2,0
ProductId_3,airtime,ChannelId_3,500.0,500,2018-11-17T14:37:04Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T14:37:33Z,2,0
ProductId_10,airtime,ChannelId_3,2000.0,2000,2018-11-17T14:38:18Z,4,0
ProductId_3,airtime,ChannelId_1,1000.0,1000,2018-11-17T14:39:40Z,2,0
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2018-11-17T14:39:58Z,2,0
ProductId_10,airtime,ChannelId_3,2000.0,2000,2018-11-17T14:40:09Z,4,0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-17T14:43:46Z,2,0
ProductId_10,airtime,ChannelId_3,1500.0,1500,2018-11-17T14:46:53Z,2,0
ProductId_3,airtime,ChannelId_3,600.0,600,2018-11-17T14:47:06Z,2,0
ProductId_10,airtime,ChannelId_1,3100.0,3100,2018-11-17T14:50:37Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T14:54:59Z,4,0
ProductId_15,financial_services,ChannelId_3,5000.0,5000,2018-11-17T14:55:55Z,2,0
ProductId_1,airtime,ChannelId_3,2000.0,2000,2018-11-17T15:00:57Z,2,0
ProductId_1,airtime,ChannelId_3,3000.0,3000,2018-11-17T15:04:47Z,4,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T15:06:20Z,2,0
ProductId_10,airtime,ChannelId_3,2000.0,2000,2018-11-17T15:08:18Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T15:08:34Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T15:11:51Z,2,0
ProductId_3,airtime,ChannelId_3,1500.0,1500,2018-11-17T15:15:29Z,2,0
ProductId_21,utility_bill,ChannelId_3,5000.0,5750,2018-11-17T15:19:28Z,2,0
ProductId_21,utility_bill,ChannelId_3,5000.0,5750,2018-11-17T15:27:06Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T15:28:53Z,2,0
ProductId_10,airtime,ChannelId_3,1500.0,1500,2018-11-17T15:31:33Z,2,0
ProductId_10,airtime,ChannelId_3,2500.0,2500,2018-11-17T15:37:46Z,2,0
ProductId_3,airtime,ChannelId_3,2000.0,2000,2018-11-17T15:39:36Z,2,0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-17T15:42:52Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T15:43:38Z,2,0
ProductId_10,airtime,ChannelId_3,1500.0,1500,2018-11-17T15:45:06Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T15:46:40Z,2,0
ProductId_3,airtime,ChannelId_3,2000.0,2000,2018-11-17T15:47:37Z,2,0
ProductId_3,airtime,ChannelId_3,2500.0,2500,2018-11-17T15:48:38Z,2,0
ProductId_10,airtime,ChannelId_3,500.0,500,2018-11-17T15:49:33Z,2,0
ProductId_10,airtime,ChannelId_3,500.0,500,2018-11-17T15:49:48Z,2,0
ProductId_3,airtime,ChannelId_3,1500.0,1500,2018-11-17T15:49:56Z,2,0
ProductId_3,airtime,ChannelId_3,2000.0,2000,2018-11-17T15:52:18Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T15:52:39Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T15:55:49Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T15:57:13Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T16:02:01Z,2,0
ProductId_15,financial_services,ChannelId_3,5000.0,5000,2018-11-17T16:04:37Z,2,0
ProductId_15,financial_services,ChannelId_3,4000.0,4000,2018-11-17T16:06:57Z,2,0
ProductId_15,financial_services,ChannelId_3,8000.0,8000,2018-11-17T16:07:04Z,2,0
ProductId_3,airtime,ChannelId_3,2000.0,2000,2018-11-17T16:07:04Z,2,0
ProductId_10,airtime,ChannelId_3,2000.0,2000,2018-11-17T16:10:02Z,2,0
ProductId_21,utility_bill,ChannelId_3,3000.0,3690,2018-11-17T16:10:11Z,2,0
ProductId_10,airtime,ChannelId_3,900.0,900,2018-11-17T16:11:58Z,2,0
ProductId_11,data_bundles,ChannelId_3,1000.0,1000,2018-11-17T16:13:10Z,2,0
ProductId_21,utility_bill,ChannelId_3,15000.0,16650,2018-11-17T16:17:03Z,2,0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-17T16:23:24Z,2,0
ProductId_15,financial_services,ChannelId_3,9000.0,9000,2018-11-17T16:26:10Z,2,0
ProductId_15,financial_services,ChannelId_3,8000.0,8000,2018-11-17T16:26:49Z,2,0
ProductId_15,financial_services,ChannelId_3,9000.0,9000,2018-11-17T16:26:55Z,2,0
ProductId_10,airtime,ChannelId_3,1500.0,1500,2018-11-17T16:28:13Z,2,0
ProductId_1,airtime,ChannelId_3,1000.0,1000,2018-11-17T16:29:04Z,4,0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-17T16:29:25Z,4,0
ProductId_15,financial_services,ChannelId_3,9000.0,9000,2018-11-17T16:31:53Z,2,0
ProductId_3,airtime,ChannelId_3,2000.0,2000,2018-11-17T16:32:30Z,2,0
ProductId_15,financial_services,ChannelId_3,8000.0,8000,2018-11-17T16:32:38Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T16:32:47Z,2,0
ProductId_15,financial_services,ChannelId_3,9000.0,9000,2018-11-17T16:38:16Z,2,0
ProductId_1,airtime,ChannelId_3,2000.0,2000,2018-11-17T16:41:21Z,2,0
ProductId_19,tv,ChannelId_3,3500.0,3500,2018-11-17T16:49:21Z,2,0
ProductId_15,financial_services,ChannelId_3,3000.0,3000,2018-11-17T16:52:09Z,2,0
ProductId_10,airtime,ChannelId_3,500.0,500,2018-11-17T16:54:37Z,2,0
ProductId_3,airtime,ChannelId_3,1500.0,1500,2018-11-17T16:59:20Z,2,0
ProductId_3,airtime,ChannelId_3,2000.0,2000,2018-11-17T16:59:40Z,2,0
ProductId_4,airtime,ChannelId_3,7000.0,7000,2018-11-17T17:01:23Z,2,0
ProductId_19,tv,ChannelId_3,900.0,900,2018-11-17T17:01:44Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T17:02:49Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T17:03:36Z,4,0
ProductId_1,airtime,ChannelId_3,20000.0,20000,2018-11-17T17:04:59Z,1,0
ProductId_15,financial_services,ChannelId_3,5000.0,5000,2018-11-17T17:05:56Z,2,0
ProductId_15,financial_services,ChannelId_3,7000.0,7000,2018-11-17T17:06:40Z,2,0
ProductId_3,airtime,ChannelId_3,500.0,500,2018-11-17T17:08:02Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17T17:10:33Z,4,0
ProductId_4,airtime,ChannelId_3,500.0,500,2018-11-17T17:14:28Z,2,0
ProductId_15,financial_services,ChannelId_3,900.0,900,2018-11-17T17:17:38Z,2,0
ProductId_3,airtime,ChannelId_3,500.0,500,2018-11-17T17:18:22Z,2,0
ProductId_15,financial_services,ChannelId_3,900.0,900,2018-11-17T17:26:49Z,2,0
ProductId_10,airtime,ChannelId_3,1100.0,1100,2018-11-17T17:27:20Z,2,0
ProductId_6,financial_services,ChannelId_2,-1005.0,1005,2018-11-19T11:46:17Z,2,0
